id_student,name,gender,region,highest_education,imd_band,age_band,disability
641881,Cornelius Beyah,M,London Region,Lower Than A Level,20-30%,0-35,Y
641899,Jesse Ross,M,South West Region,Lower Than A Level,30-40%,0-35,N
642342,Jason Nelson,M,Wales,A Level or Equivalent,60-70%,0-35,N
642396,Jose Jones,M,South West Region,A Level or Equivalent,80-90%,0-35,N
642512,Justin Lin,M,South West Region,A Level or Equivalent,30-40%,35-55,N
642656,Brent Waldo,M,South West Region,A Level or Equivalent,20-30%,0-35,N
643077,Frank Mooney,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,N
643118,Christopher Lewis,M,South Region,HE Qualification,50-60%,0-35,N
643168,Jay Cudney,M,North Western Region,A Level or Equivalent,0-10%,0-35,N
643267,Kevin Evers,M,Wales,A Level or Equivalent,10-20,0-35,N
643270,James Howard,M,West Midlands Region,Lower Than A Level,40-50%,0-35,N
643481,Tom Milne,M,North Western Region,Lower Than A Level,0-10%,0-35,N
643484,Edna Mills,F,Scotland,HE Qualification,10-20,0-35,N
643510,Gustavo Chan,M,Wales,A Level or Equivalent,60-70%,0-35,N
643531,Thomas Beckett,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,N
643644,Jessie Gregg,M,North Western Region,Lower Than A Level,70-80%,0-35,N
643705,Samual Zemlicka,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N
643755,Jose Whitfield,M,West Midlands Region,Lower Than A Level,30-40%,0-35,N
643771,John Woodrum,M,Scotland,A Level or Equivalent,70-80%,0-35,N
644064,Michele Gofton,F,West Midlands Region,HE Qualification,60-70%,0-35,N
644072,Bonnie Johnson,F,Wales,Lower Than A Level,60-70%,0-35,N
644113,James Allen,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N
644163,Jack Simmons,M,Wales,A Level or Equivalent,80-90%,0-35,N
644514,Jody Swafford,M,North Region,HE Qualification,,0-35,N
644742,Larry Johnson,M,South Region,A Level or Equivalent,30-40%,0-35,N
644794,Monica Shorts,F,Ireland,Lower Than A Level,10-20,0-35,Y
645045,Steven Ferrier,M,Yorkshire Region,HE Qualification,80-90%,0-35,N
645126,James Mcgee,M,East Midlands Region,HE Qualification,60-70%,0-35,N
645151,Frank Alber,M,West Midlands Region,Lower Than A Level,10-20,0-35,N
645170,Jerry Conde,M,South Region,A Level or Equivalent,30-40%,35-55,N
645319,Don Vanderhorst,M,Scotland,Lower Than A Level,50-60%,55<=,N
645451,Carlos Hoffman,M,London Region,Lower Than A Level,50-60%,0-35,N
645462,Jeffrey Johnson,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,N
645542,Craig Warner,M,South Region,Lower Than A Level,40-50%,0-35,N
645557,Ruben Whitman,M,South Region,Lower Than A Level,60-70%,0-35,N
645831,Mel Warman,M,Wales,Lower Than A Level,20-30%,0-35,N
645889,Forrest Prince,M,Scotland,A Level or Equivalent,50-60%,0-35,N
646005,Edward Chen,M,North Western Region,A Level or Equivalent,40-50%,0-35,N
646040,Timothy Krause,M,South Region,A Level or Equivalent,50-60%,0-35,N
646070,Joseph Kapp,M,North Western Region,A Level or Equivalent,30-40%,0-35,N
646097,Virginia Batt,F,Scotland,HE Qualification,0-10%,0-35,N
646109,Andrew Sullivan,M,North Western Region,HE Qualification,0-10%,0-35,N
646184,Richard Picciano,M,South Region,A Level or Equivalent,90-100%,0-35,N
646197,Warren Young,M,Scotland,Post Graduate Qualification,90-100%,0-35,N
646218,Gracie Robinson,F,East Midlands Region,A Level or Equivalent,10-20,0-35,N
646361,Vincent Knapp,M,North Western Region,HE Qualification,80-90%,0-35,N
646520,Joseph Forbes,M,Scotland,A Level or Equivalent,60-70%,0-35,Y
646581,Matthew Mcdaniel,M,Wales,Lower Than A Level,30-40%,0-35,N
646722,Bruce Mccauley,M,West Midlands Region,Lower Than A Level,60-70%,0-35,N
646815,Kenneth Morriss,M,East Midlands Region,Lower Than A Level,20-30%,35-55,N
646903,Frank Williams,M,North Western Region,Lower Than A Level,0-10%,0-35,N
647043,Paul Hebert,M,North Western Region,Lower Than A Level,0-10%,0-35,N
647179,Thomas Dalton,M,London Region,A Level or Equivalent,30-40%,35-55,N
647217,David Brookens,M,Wales,A Level or Equivalent,30-40%,0-35,N
647358,Benjamin Mckenzie,M,Scotland,A Level or Equivalent,60-70%,0-35,N
647405,Alma Evans,F,South West Region,A Level or Equivalent,30-40%,0-35,Y
647432,Jewel Schuld,F,Wales,A Level or Equivalent,0-10%,0-35,N
647466,Melinda Schwartz,F,North Region,HE Qualification,10-20,0-35,N
647791,George Serna,M,West Midlands Region,No Formal quals,0-10%,0-35,N
647916,Fred Perry,M,North Region,A Level or Equivalent,,0-35,N
647919,Anthony Anderson,M,East Midlands Region,Lower Than A Level,20-30%,0-35,N
647983,Walter Range,M,North Western Region,Lower Than A Level,0-10%,0-35,N
647988,Alice Crary,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,N
648001,Steven Hollins,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,N
648058,Clarence Rogers,M,East Midlands Region,Lower Than A Level,30-40%,0-35,N
648090,Kathy Sumner,F,South Region,A Level or Equivalent,20-30%,0-35,N
648091,Gonzalo Lowell,M,North Region,A Level or Equivalent,30-40%,0-35,N
648136,Kevin Damon,M,South West Region,Lower Than A Level,20-30%,0-35,N
648370,Raymond Picciano,M,South East Region,A Level or Equivalent,70-80%,35-55,N
648422,Sean Matsuno,M,South Region,Lower Than A Level,80-90%,35-55,N
648429,Manuel Jones,M,South Region,HE Qualification,90-100%,0-35,N
648436,Robert Villarreal,M,South East Region,HE Qualification,90-100%,35-55,N
648440,James Hernandez,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,N
648469,Jewell Ross,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N
648518,Karin Cheeks,F,Scotland,A Level or Equivalent,60-70%,0-35,N
648652,Roger Donnell,M,Wales,Lower Than A Level,80-90%,0-35,N
648687,Charles Gonzales,M,Wales,A Level or Equivalent,80-90%,0-35,N
648787,Scott Stark,M,West Midlands Region,Lower Than A Level,10-20,0-35,N
648834,Stanley Morris,M,Scotland,HE Qualification,80-90%,0-35,N
648843,Floyd Mode,M,North Region,A Level or Equivalent,80-90%,0-35,N
648852,Thomas Holliday,M,North Region,Lower Than A Level,10-20,35-55,N
648902,Benjamin Aviles,M,South West Region,A Level or Equivalent,10-20,0-35,Y
648942,Michael Nielson,M,South East Region,A Level or Equivalent,80-90%,0-35,N
649069,Ramon Reed,M,South West Region,A Level or Equivalent,50-60%,0-35,N
649171,Eric Lee,M,North Western Region,A Level or Equivalent,0-10%,0-35,N
649200,Joseph Theriault,M,North Region,A Level or Equivalent,10-20,0-35,N
649255,Billy Ackies,M,Yorkshire Region,HE Qualification,70-80%,0-35,N
649310,Jesus Keyes,M,Ireland,A Level or Equivalent,50-60%,0-35,N
649332,Douglas Owen,M,West Midlands Region,HE Qualification,40-50%,0-35,N
649339,Steven Cochrane,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,N
649506,Vernon Moore,M,Scotland,A Level or Equivalent,50-60%,0-35,N
649637,Paul Lecompte,M,Scotland,HE Qualification,30-40%,0-35,N
649667,James Bell,M,North Western Region,A Level or Equivalent,70-80%,0-35,N
649713,John Hart,M,Scotland,A Level or Equivalent,60-70%,0-35,N
649718,Raymond Carsey,M,North Western Region,Lower Than A Level,60-70%,0-35,N
649720,Thomas York,M,Wales,A Level or Equivalent,50-60%,0-35,N
649738,Wayne Morin,M,East Anglian Region,HE Qualification,20-30%,35-55,N
649755,Kevin Swanson,M,South West Region,Lower Than A Level,30-40%,0-35,N
649783,Roger Box,M,London Region,A Level or Equivalent,20-30%,0-35,N
649843,Gary Heard,M,London Region,A Level or Equivalent,10-20,0-35,N
649861,Morris Battles,M,North Western Region,Lower Than A Level,0-10%,0-35,N
649863,Robert Blom,M,South East Region,Lower Than A Level,40-50%,0-35,N
649935,Brandon Shawver,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,N
649943,Shane Warren,M,North Western Region,A Level or Equivalent,50-60%,35-55,N
650027,Greg Cashman,M,East Anglian Region,Lower Than A Level,90-100%,0-35,N
650137,Danial Robinson,M,London Region,A Level or Equivalent,70-80%,0-35,N
650164,Alfonso Henriques,M,Scotland,HE Qualification,90-100%,0-35,N
650192,Francisco Alfonso,M,North Region,Lower Than A Level,60-70%,0-35,N
650223,Raymond Stanley,M,Yorkshire Region,Lower Than A Level,10-20,0-35,N
650330,Robert Garcia,M,South West Region,Lower Than A Level,40-50%,0-35,N
650334,Charlie Bell,M,South West Region,Lower Than A Level,40-50%,0-35,N
650384,Randall Castellon,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N
650471,Daniel Testa,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N
650504,Steven Hall,M,Scotland,A Level or Equivalent,70-80%,0-35,N
650533,Charlie Itson,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,N
650575,William Mcduffy,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N
650578,Michael Brouillard,M,East Midlands Region,Lower Than A Level,10-20,0-35,Y
650592,Clarence Allen,M,West Midlands Region,Lower Than A Level,60-70%,0-35,N
650666,Ryan Oliver,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,Y
650734,Thomas Mcdermott,M,North Western Region,A Level or Equivalent,50-60%,0-35,N
650752,Antoine Tribbett,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,N
650770,Elisha White,M,South Region,A Level or Equivalent,90-100%,0-35,N
650816,Curtis Heim,M,Wales,A Level or Equivalent,10-20,0-35,N
650926,Frank Curtis,M,North Region,Lower Than A Level,70-80%,0-35,N
650950,Michael Stumpf,M,Scotland,HE Qualification,40-50%,35-55,N
650987,Melvin Lopez,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N
651015,Matthew Dotson,M,South East Region,A Level or Equivalent,50-60%,0-35,N
651086,Chad Arbeiter,M,South Region,Lower Than A Level,80-90%,0-35,N
651155,Kenneth Raphael,M,East Anglian Region,Lower Than A Level,10-20,0-35,N
651191,Donald Clements,M,London Region,A Level or Equivalent,20-30%,35-55,N
651245,Robert Riffel,M,Scotland,Lower Than A Level,20-30%,35-55,N
651337,Andrew Pendergrass,M,North Western Region,A Level or Equivalent,20-30%,0-35,N
651361,James Briel,M,South West Region,Lower Than A Level,50-60%,0-35,N
651384,Charles Mrowka,M,South Region,A Level or Equivalent,90-100%,0-35,N
651533,Lester Slaff,M,South Region,Lower Than A Level,70-80%,0-35,N
651534,Jay Eatmon,M,Scotland,HE Qualification,30-40%,0-35,N
651635,Jeff Earley,M,South Region,A Level or Equivalent,80-90%,0-35,Y
651648,Franklin Jones,M,North Western Region,A Level or Equivalent,50-60%,35-55,N
651766,Floyd Burns,M,East Anglian Region,Lower Than A Level,60-70%,0-35,N
651828,Thomas Pitts,M,Scotland,HE Qualification,60-70%,35-55,N
651915,Robert Pope,M,Wales,A Level or Equivalent,70-80%,0-35,N
651930,Daniel Ortega,M,South West Region,Lower Than A Level,60-70%,0-35,N
651933,Edgar Burdette,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,N
651950,Herman Sanders,M,North Western Region,Lower Than A Level,10-20,0-35,N
651995,Charles Perry,M,South Region,A Level or Equivalent,20-30%,0-35,N
652054,John Dziuba,M,South East Region,HE Qualification,40-50%,35-55,N
652233,Allan Knoll,M,London Region,HE Qualification,10-20,0-35,N
652285,Jimmy Herren,M,North Region,HE Qualification,,0-35,N
652287,Roosevelt Spaulding,M,North Region,Post Graduate Qualification,,35-55,N
652302,Louis Rojas,M,Scotland,HE Qualification,70-80%,0-35,N
652442,Ricky Taylor,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,N
652460,John Walls,M,Scotland,A Level or Equivalent,90-100%,35-55,N
652476,Sylvia Jackson,F,Scotland,HE Qualification,60-70%,0-35,N
652606,Hubert Bowie,M,North Region,Lower Than A Level,30-40%,0-35,N
652667,Duane Kellett,M,London Region,Lower Than A Level,70-80%,0-35,N
652861,Gary Jackson,M,Scotland,HE Qualification,80-90%,0-35,N
652880,Stephanie Severtson,F,Scotland,HE Qualification,30-40%,0-35,N
653090,Chris Williams,M,Scotland,Lower Than A Level,40-50%,35-55,N
653168,Michael Bush,M,West Midlands Region,Lower Than A Level,10-20,0-35,N
653210,Steven Garcia,M,South West Region,A Level or Equivalent,20-30%,35-55,N
653248,Bruce Ware,M,South East Region,Lower Than A Level,70-80%,0-35,N
653326,Russell Hansen,M,Scotland,Lower Than A Level,70-80%,0-35,N
653360,John Havens,M,North Western Region,HE Qualification,10-20,35-55,N
653440,Ervin Stephens,M,North Western Region,Lower Than A Level,50-60%,0-35,N
653587,Joan Erwin,M,East Midlands Region,Lower Than A Level,80-90%,0-35,N
653608,Joseph Todd,M,North Western Region,Lower Than A Level,0-10%,0-35,N
653661,James Diederich,M,South East Region,Lower Than A Level,70-80%,0-35,N
653665,John Hargrove,M,North Western Region,A Level or Equivalent,30-40%,0-35,N
653688,David Richmond,M,North Western Region,A Level or Equivalent,50-60%,0-35,N
653718,Kenneth Hayes,M,Scotland,A Level or Equivalent,70-80%,0-35,N
653801,Louis Buntin,M,North Western Region,Lower Than A Level,0-10%,0-35,N
654125,Paul Lane,M,West Midlands Region,A Level or Equivalent,10-20,0-35,N
654198,Chris Phillips,M,South Region,Lower Than A Level,30-40%,0-35,N
654213,Jesse Weatherholt,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N
654240,Jacinto Carter,M,North Western Region,A Level or Equivalent,60-70%,0-35,N
654325,James Ali,M,Wales,A Level or Equivalent,20-30%,0-35,N
654397,Eric Peloquin,M,South Region,A Level or Equivalent,90-100%,0-35,N
654464,Diego Neff,M,North Western Region,Lower Than A Level,30-40%,0-35,N
654485,Annette Buckwalter,F,Ireland,A Level or Equivalent,10-20,0-35,N
654547,Evan Jones,M,London Region,HE Qualification,20-30%,35-55,N
654570,Gary Castano,M,East Anglian Region,Lower Than A Level,20-30%,0-35,N
654579,Bernice Toro,F,Scotland,A Level or Equivalent,40-50%,0-35,N
654668,Perry Duby,M,London Region,Lower Than A Level,10-20,0-35,N
654676,Efrain Ogara,M,North Western Region,A Level or Equivalent,0-10%,0-35,N
654801,Mario Rodrigues,M,Scotland,HE Qualification,70-80%,35-55,N
654822,Jon Maloney,M,North Region,A Level or Equivalent,30-40%,35-55,N
654876,Patrick Hamilton,M,Scotland,Lower Than A Level,90-100%,0-35,N
654891,Gary Bassler,M,South Region,Lower Than A Level,20-30%,0-35,N
654925,Roderick Londner,M,Scotland,Lower Than A Level,30-40%,35-55,N
654933,Garry Cook,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,N
655242,Ernest Fisher,M,Wales,A Level or Equivalent,60-70%,0-35,N
655383,Edith Paradee,F,South East Region,Lower Than A Level,80-90%,0-35,N
655396,Courtney Hill,M,Scotland,HE Qualification,20-30%,35-55,N
655468,Francisco Schwartz,M,Scotland,Lower Than A Level,20-30%,0-35,N
655558,Chase Rettig,M,North Region,Lower Than A Level,20-30%,0-35,N
655609,Johnny Surber,M,North Western Region,A Level or Equivalent,0-10%,0-35,N
655634,Keith Hartzell,M,South Region,A Level or Equivalent,90-100%,35-55,N
655680,John Willian,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N
655764,Ryan Miller,M,Scotland,HE Qualification,10-20,0-35,N
655794,Michael Harrell,M,South East Region,Lower Than A Level,90-100%,35-55,N
655865,Stanley Cooley,M,Yorkshire Region,HE Qualification,10-20,0-35,N
655869,Derek Stallings,M,Scotland,HE Qualification,80-90%,0-35,N
655924,Diane Shelton,F,London Region,HE Qualification,50-60%,0-35,N
656010,John Adamson,M,Scotland,Lower Than A Level,40-50%,0-35,N
656057,Richard Conklin,M,Scotland,HE Qualification,40-50%,0-35,N
656134,Levi Jackson,M,South East Region,Lower Than A Level,50-60%,0-35,N
656446,Jason Telles,M,North Western Region,Lower Than A Level,60-70%,35-55,N
656553,Felipe Feldman,M,North Western Region,A Level or Equivalent,0-10%,0-35,N
656578,David Smith,M,Scotland,A Level or Equivalent,80-90%,0-35,N
656815,Louis Cloud,M,Wales,Lower Than A Level,70-80%,0-35,N
656825,Mary Barlage,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N
656854,Brandon Jarrett,M,Scotland,A Level or Equivalent,20-30%,0-35,N
656906,Teddy Crawford,M,Scotland,A Level or Equivalent,50-60%,0-35,N
656928,Barry Moller,M,East Anglian Region,Lower Than A Level,10-20,0-35,N
657002,Dennis Brown,M,Scotland,A Level or Equivalent,60-70%,0-35,N
657062,Michael Beeler,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N
657091,George Loe,M,East Anglian Region,Lower Than A Level,70-80%,35-55,N
657128,Darryl Silverstein,M,West Midlands Region,Lower Than A Level,70-80%,35-55,N
657194,Thomas Mederos,M,Ireland,HE Qualification,,35-55,N
657196,Stanley Bernard,M,North Region,A Level or Equivalent,70-80%,0-35,N
657209,Elaine Scholle,F,South West Region,A Level or Equivalent,20-30%,0-35,N
657226,Charles Williams,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,N
674253,Juan Thompson,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N
674296,Francisco Sert,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N
674457,Arthur Houghton,M,Wales,Lower Than A Level,10-20,0-35,N
674720,Jose Diller,M,London Region,Lower Than A Level,30-40%,0-35,N
674747,Dennis Flood,M,Ireland,Lower Than A Level,,0-35,N
674853,Charles Lewis,M,Scotland,Lower Than A Level,70-80%,0-35,N
674888,Philip Eads,M,London Region,A Level or Equivalent,10-20,0-35,N
674889,Anthony Sellars,M,Scotland,A Level or Equivalent,70-80%,0-35,N
674941,Adam Michels,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,N
675104,Leonel Potvin,M,North Western Region,HE Qualification,20-30%,0-35,N
675162,Mark Goddard,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N
675337,Francis Graham,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N
675365,Terry Sullivan,M,South Region,A Level or Equivalent,80-90%,0-35,N
675391,Cole Hughes,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,Y
675537,Martin Garrett,M,Scotland,HE Qualification,0-10%,0-35,N
675663,Gregory Danz,M,Scotland,A Level or Equivalent,50-60%,0-35,N
675773,Ricky Borda,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N
675840,Edward Amaya,M,South Region,A Level or Equivalent,90-100%,0-35,N
675853,Elmer Wyman,M,West Midlands Region,Lower Than A Level,30-40%,35-55,N
675972,Chester Blodgett,M,West Midlands Region,Lower Than A Level,40-50%,0-35,N
676025,David Ball,M,South Region,Lower Than A Level,10-20,0-35,N
676084,Reggie Webb,M,Scotland,HE Qualification,70-80%,0-35,N
676181,John Vargas,M,North Region,Lower Than A Level,,0-35,N
676333,James Gaudino,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,N
676482,James Desantis,M,Scotland,HE Qualification,80-90%,0-35,N
676611,Andrew May,M,East Midlands Region,Lower Than A Level,80-90%,0-35,N
676676,Kenneth Greene,M,Wales,A Level or Equivalent,40-50%,0-35,N
676722,Gary Gonzalez,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,N
676724,Royal Guay,M,Scotland,A Level or Equivalent,50-60%,0-35,N
676805,Harrison Owen,M,Scotland,A Level or Equivalent,60-70%,0-35,N
676812,Derrick Kincaid,M,Scotland,A Level or Equivalent,60-70%,0-35,N
676834,William Mestad,F,Scotland,A Level or Equivalent,20-30%,0-35,N
677040,Michael Dresser,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,N
677049,Gilbert Bird,M,Scotland,A Level or Equivalent,10-20,0-35,N
677189,Jessica Steel,F,Scotland,HE Qualification,70-80%,0-35,N
677197,Keith Minnick,M,Scotland,Lower Than A Level,0-10%,0-35,N
677232,Alvin Navarez,M,North Western Region,HE Qualification,30-40%,35-55,N
677250,Kimberley Pittman,F,South East Region,Lower Than A Level,70-80%,35-55,N
677416,Stephen Lawrence,M,North Region,Lower Than A Level,,0-35,N
677457,Sharon Skinner,F,South Region,A Level or Equivalent,80-90%,0-35,N
677507,Hollis Albarado,M,South Region,Lower Than A Level,40-50%,0-35,Y
677631,Oscar Shuster,M,South Region,A Level or Equivalent,30-40%,0-35,N
677711,Jesse Graves,M,Scotland,A Level or Equivalent,40-50%,0-35,Y
677772,Josephine Warr,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,N
